respID,qID,altID,obsID,profileID,arrested_low,arrested_high,arrested_bus,raise,audits,trainings,protections_report,mandatory_report
1030,2,2,5147,105,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1030,3,1,5148,52,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1030,3,2,5148,169,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1030,4,1,5149,17,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1030,4,2,5149,191,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1030,5,1,5150,4,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1030,5,2,5150,167,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1031,1,1,5151,19,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1031,1,2,5151,225,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1031,2,1,5152,181,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1031,2,2,5152,87,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1031,3,1,5153,31,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1031,3,2,5153,177,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1031,4,1,5154,210,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1031,4,2,5154,48,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1031,5,1,5155,97,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1031,5,2,5155,224,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1032,1,1,5156,222,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1032,1,2,5156,174,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1032,2,1,5157,69,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1032,2,2,5157,188,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1032,3,1,5158,191,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1032,3,2,5158,154,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1032,4,1,5159,105,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1032,4,2,5159,245,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1032,5,1,5160,151,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1032,5,2,5160,38,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1033,1,1,5161,27,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1033,1,2,5161,3,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1033,2,1,5162,180,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1033,2,2,5162,201,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1033,3,1,5163,30,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1033,3,2,5163,163,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1033,4,1,5164,1,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1033,4,2,5164,195,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1033,5,1,5165,41,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1033,5,2,5165,153,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1034,1,1,5166,221,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1034,1,2,5166,100,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1034,2,1,5167,190,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1034,2,2,5167,203,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1034,3,1,5168,149,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1034,3,2,5168,39,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1034,4,1,5169,176,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1034,4,2,5169,230,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1034,5,1,5170,25,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1034,5,2,5170,168,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1035,1,1,5171,63,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1035,1,2,5171,59,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1035,2,1,5172,121,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1035,2,2,5172,200,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1035,3,1,5173,29,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1035,3,2,5173,72,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1035,4,1,5174,100,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1035,4,2,5174,105,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1035,5,1,5175,112,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1035,5,2,5175,156,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1036,1,1,5176,185,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1036,1,2,5176,51,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1036,2,1,5177,133,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1036,2,2,5177,31,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1036,3,1,5178,125,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1036,3,2,5178,177,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1036,4,1,5179,165,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1036,4,2,5179,248,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1036,5,1,5180,135,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1036,5,2,5180,31,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1037,1,1,5181,38,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1037,1,2,5181,239,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1037,2,1,5182,181,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1037,2,2,5182,143,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1037,3,1,5183,147,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1037,3,2,5183,13,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1037,4,1,5184,250,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1037,4,2,5184,182,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1037,5,1,5185,8,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1037,5,2,5185,103,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1038,1,1,5186,190,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1038,1,2,5186,228,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1038,2,1,5187,130,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1038,2,2,5187,65,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1038,3,1,5188,103,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1038,3,2,5188,189,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1038,4,1,5189,243,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1038,4,2,5189,192,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1038,5,1,5190,58,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1038,5,2,5190,108,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1039,1,1,5191,203,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1039,1,2,5191,89,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1039,2,1,5192,163,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1039,2,2,5192,169,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1039,3,1,5193,43,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1039,3,2,5193,108,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1039,4,1,5194,180,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1039,4,2,5194,87,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1039,5,1,5195,136,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1039,5,2,5195,112,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1040,1,1,5196,40,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1040,1,2,5196,164,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1040,2,1,5197,157,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1040,2,2,5197,47,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1040,3,1,5198,73,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1040,3,2,5198,99,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1040,4,1,5199,179,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1040,4,2,5199,139,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1040,5,1,5200,186,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1040,5,2,5200,128,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1041,1,1,5201,150,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1041,1,2,5201,121,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1041,2,1,5202,168,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1041,2,2,5202,21,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1041,3,1,5203,5,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1041,3,2,5203,126,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1041,4,1,5204,82,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1041,4,2,5204,182,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1041,5,1,5205,33,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1041,5,2,5205,61,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1042,1,1,5206,205,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1042,1,2,5206,40,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1042,2,1,5207,49,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1042,2,2,5207,69,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1042,3,1,5208,32,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1042,3,2,5208,135,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1042,4,1,5209,19,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1042,4,2,5209,192,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1042,5,1,5210,248,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1042,5,2,5210,77,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1043,1,1,5211,82,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1043,1,2,5211,180,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1043,2,1,5212,227,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1043,2,2,5212,183,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1043,3,1,5213,132,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1043,3,2,5213,134,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1043,4,1,5214,37,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1043,4,2,5214,108,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1043,5,1,5215,142,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1043,5,2,5215,212,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1044,1,1,5216,80,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
1044,1,2,5216,255,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1044,2,1,5217,153,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1044,2,2,5217,206,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1044,3,1,5218,121,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1044,3,2,5218,9,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1044,4,1,5219,5,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1044,4,2,5219,195,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1044,5,1,5220,243,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
1044,5,2,5220,164,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1045,1,1,5221,104,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1045,1,2,5221,187,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
1045,2,1,5222,17,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1045,2,2,5222,121,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1045,3,1,5223,145,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1045,3,2,5223,204,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1045,4,1,5224,213,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
1045,4,2,5224,16,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
1045,5,1,5225,148,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1045,5,2,5225,142,"No, did not arrest many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
1046,1,1,5226,128,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
1046,1,2,5226,61,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
1046,2,1,5227,114,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
